id,cltv
90018,91713.32238502166
90019,47244.02120278941
90020,46997.796291137645
90021,114868.05496499964
90022,48342.67244596899
90023,140243.74871486778
90024,87602.19716052584
90025,130664.24389696008
90026,123556.4412032302
90027,122592.7007317734
90028,51175.53466809459
90029,54491.74689639495
90030,50814.087632244096
90031,173580.47749720432
90032,49195.00099477648
90033,108430.99013733449
90034,87327.50448186212
90035,106269.22983754294
90036,126803.0166099455
90037,48641.60938369519
90038,100870.34821250678
90039,48380.85606727944
90040,160820.1002913011
90041,52685.18257518386
90042,111109.23939739345
90043,120167.78949699433
90044,108349.32389283455
90045,158255.4300284299
90046,56108.92223266655
90047,126653.06629733322
90048,134480.41141948328
90049,51056.38397716233
90050,143237.67542535425
90051,49559.728301778196
90052,51076.81856797043
90053,51612.93430478891
90054,123323.59390904866
90055,51428.0506306588
90056,101800.28788108914
90057,50018.669244632314
90058,107436.86043980753
90059,135009.70743526207
90060,70620.41314830669
90061,143199.74359829782
90062,51576.15134491584
90063,51948.54693113705
90064,88109.33666489662
90065,49049.21234273585
90066,147447.93653505103
90067,139367.47953823366
90068,117388.69148680258
90069,108730.96282188286
90070,113544.93231283892
90071,57702.1273239409
90072,142159.45180630995
90073,131617.7764086831
90074,47246.56329202946
90075,46766.66828758493
90076,51698.08529574494
90077,198559.48978222333
90078,116526.61901585087
90079,52191.7973393222
90080,54437.7856845104
90081,128606.95659478927
90082,48534.924086613435
90083,123823.50077029564
90084,120291.09050644572
90085,97824.02848085905
90086,122435.64434416124
90087,131062.85285595142
90088,160525.11937178415
90089,52970.552002960605
90090,52170.13687025593
90091,48959.980849725966
90092,146104.59402340904
90093,47149.834323539515
90094,58265.83322203334
90095,61460.475288296504
90096,90794.11699553998
90097,148467.74254706275
90098,96692.18958374494
90099,48506.91599127196
90100,53619.43569664112
90101,116753.07127049628
90102,54264.310185326955
90103,122809.08775840623
90104,126829.96012922126
90105,146890.8813856359
90106,119188.59578333407
90107,51053.4920203932
90108,51467.32377025053
90109,44259.5142076725
90110,105218.25450154774
90111,114296.21517510668
90112,100247.89287934535
90113,95506.14748431733
90114,59356.11639891016
90115,89014.71567921399
90116,149271.90085578713
90117,109850.52306858766
90118,141693.3551439392
90119,97477.71993714444
90120,126124.95225156363
90121,48442.93240986121
90122,121013.70807662694
90123,45038.82078631107
90124,108122.96467607291
90125,145087.85853559084
90126,126948.86522367525
90127,118206.41994731555
90128,48190.9136768238
90129,119051.45812829299
90130,105868.90571422302
90131,111515.91566777103
90132,158703.77821157515
90133,123715.79115246255
90134,59642.502833953215
90135,47645.26401433328
90136,98194.68320001506
90137,45834.257557348494
90138,98146.7581697954
90139,112587.68101390655
90140,118413.71384835914
90141,67204.10270195355
90142,166229.65225414257
90143,133395.40606053773
90144,58991.09820529386
90145,54211.45970835613
90146,135969.72283058552
90147,115699.61638169154
90148,49196.98083928845
90149,47211.443628137895
90150,46274.31589224739
90151,86864.65562809545
90152,50038.288383809035
90153,110212.62558517247
90154,52599.80831218067
90155,113299.82527705733
90156,126742.04030689763
90157,99495.03204708602
90158,107391.29710358642
90159,53553.751536605574
90160,116125.05522690229
90161,140388.00359447312
90162,152084.86416804182
90163,139932.04505193201
90164,51408.001668397184
90165,51912.58696694739
90166,152084.86416804182
90167,61534.899514886456
90168,46540.27172283559
90169,52075.56484937837
90170,54302.45425265005
90171,110736.1300381177
90172,54195.06831958688
90173,127101.36054241876
90174,108208.58569001153
90175,152813.47771253108
90176,126447.20552748686
90177,48351.26461908719
90178,120657.2506568281
90179,92456.52861428926
90180,127673.22196041522
90181,52735.59724874267
90182,53050.22849332454
90183,160653.7649272525
90184,125517.35294269361
90185,107150.16030388922
90186,131634.7119747385
90187,114092.62688807136
90188,131485.21601795475
90189,112271.91402967917
90190,50274.144319832536
90191,112076.65212815901
90192,55460.0931930083
90193,127199.5490115223
90194,92397.28701900564
90195,124155.79288757747
90196,48290.71396734535
90197,46849.25043931914
90198,89365.90630317455
90199,111785.48425581286
90200,53951.98035293872
90201,46821.05015646479
90202,132253.80203510955
90203,158238.07848855632
90204,118265.38689827718
90205,111842.42994176697
90206,109827.73748972049
90207,126618.52682521238
90208,111053.13562869864
90209,58173.262936014056
90210,129214.92271263456
90211,53204.241281251656
90212,140341.1937029388
90213,106963.99263478925
90214,122730.96456223597
90215,45292.4093819156
90216,121299.66988918677
90217,123589.75473456497
90218,110422.04786180315
90219,125404.13348068728
90220,146412.52176006476
90221,105539.40951667735
90222,145779.79547477546
90223,131830.60896532622
90224,53888.76997842149
90225,48805.054841807454
90226,108854.50691219028
90227,51400.21750132963
90228,46821.05015646479
90229,134083.91555499317
90230,50065.94062726574
90231,52562.39668596973
90232,128176.49053289651
90233,54696.55605779821
90234,107921.60900955615
90235,129148.8871637205
90236,45851.15164591586
90237,142649.8886493354
90238,119420.70517314806
90239,47049.2228235831
90240,90794.11699553998
90241,90450.92719193325
90242,49257.46181077379
90243,47541.63084822181
90244,45982.31678846509
90245,52633.1565844305
90246,49343.29446022769
90247,131896.08312200007
90248,46793.1302765481
90249,120166.04497245033
90250,146798.75348421693
90251,111175.42746678706
90252,125085.53580755286
90253,115427.10179268132
90254,131417.92827204027
90255,122651.44735844228
90256,54574.162733516816
90257,126253.93473051567
90258,51546.4720228426
90259,101514.55678145292
90260,125342.00468654702
90261,123755.70421332231
90262,121983.95561861702
90263,110623.727373235
90264,131622.10491454692
90265,130726.91779990218
90266,94158.83385039854
90267,126919.32796564992
90268,113414.62995732001
90269,126904.1467292639
90270,151560.64837779224
90271,152084.86416804182
90272,135819.18967422628
90273,127144.13031219815
90274,43217.553862101886
90275,89308.59071230127
90276,51563.749106489275
90277,101758.66268130566
90278,125404.13348068728
90279,125656.50162810134
90280,46831.02136872409
90281,88683.34642483122
90282,115610.09944622424
90283,47478.89336592398
90284,100997.29770911433
90285,48394.35275074429
90286,121069.31458189199
90287,90838.37010257125
90288,49252.69165170928
90289,46849.25043931914
90290,137767.86741917842
90291,50445.86937804948
90292,56960.81800008329
90293,63436.54556548697
90294,96196.79643559936
90295,50798.10484647729
90296,49496.0748201706
90297,134672.30732981092
90298,52631.29120645614
90299,122853.2201330837
90300,53954.74669810723
90301,44441.70553456522
90302,106142.62860714762
90303,114533.75781874495
90304,108695.90285398664
90305,42018.530104028796
90306,135623.1884197791
90307,113202.6925807037
90308,142083.86116378687
90309,56826.248513562634
90310,61114.18946381423
90311,127930.59482500542
90312,123360.76795832465
90313,97383.15691010508
90314,121920.36927653669
90315,147043.28574180955
90316,111102.39382880455
90317,111618.29472198017
90318,148455.59636089462
90319,129786.7991364527
90320,124062.4520401658
90321,52960.703481205775
90322,121069.31458189199
90323,99495.03204708602
90324,95627.91902796942
90325,47094.88092393367
90326,60716.45559514464
90327,47628.982003993755
90328,54524.15504673943
90329,130356.31616030437
90330,130519.8269354183
90331,113035.50304687102
90332,112335.51750774687
90333,50894.07041878951
90334,50803.637985703295
90335,98989.57913450325
90336,46821.05015646479
90337,123906.64861537935
90338,50251.87907722897
90339,121295.5865317169
90340,49869.40798596158
90341,150175.21911753356
90342,116591.27426405821
90343,53541.11841795802
90344,117556.46540533811
90345,122928.8720590144
90346,115165.35439438492
90347,130218.10359275437
90348,47020.93180799916
90349,149687.26749106814
90350,125033.23764808485
90351,97878.93433293357
90352,107843.10018237885
90353,154043.1295070979
90354,62776.70245336726
90355,119959.74731983393
90356,46998.45558769491
90357,90697.7763392922
90358,58047.08181618711
90359,49069.08808590905
90360,140388.00359447312
90361,97054.49922316887
90362,52031.35480531696
90363,106230.88830333922
90364,130869.4794672815
90365,48198.65517225761
90366,113754.38559184142
90367,128085.27868949137
90368,107062.3555700476
90369,119365.82623525115
90370,86864.65562809545
90371,131493.53608259113
90372,153246.77550014263
90373,114585.26433622853
90374,121216.30825998483
90375,113882.08190954098
90376,110790.00650803043
90377,47067.94683868464
90378,50277.859989500634
90379,97477.71993714444
90380,111337.66222284839
90381,130505.68668566905
90382,132116.09718387888
90383,148869.08611673603
90384,124987.42389800622
90385,132704.9970747999
90386,115255.82965752148
90387,124143.30334071719
90388,129302.42726904039
90389,135023.49576735334
90390,50589.879009743134
90391,51047.385107961825
90392,100576.29107586869
90393,102028.51980545421
90394,124988.64092179418
90395,138245.75344419398
90396,45181.73939464294
90397,122853.2201330837
90398,155388.45708223188
90399,48096.89532731449
90400,135164.39016173218
90401,112357.28462729079
90402,139997.0208262345
90403,108020.46883343496
90404,95130.75832961852
90405,131068.03150215486
90406,166280.92967554028
90407,130916.80930150484
90408,141760.7170806269
90409,118216.89337976655
90410,53120.37313372687
90411,127843.21443434268
90412,155919.14663617683
90413,104618.16988941906
90414,115926.32795764881
90415,123096.06159284708
90416,49389.035315876536
90417,108095.47798419175
90418,50016.6173572694
90419,130196.8378811913
90420,116374.6141073831
90421,117825.7261938522
90422,50463.81786643948
90423,122374.16527274327
90424,137122.36497828635
90425,123018.48683648427
90426,125858.46664494627
90427,110666.48458417706
90428,45136.64674937527
90429,53841.594749900636
90430,131441.35589109964
90431,128250.95586848828
90432,102180.92983981554
90433,115850.18833787837
90434,130391.05902090769
90435,122570.67264943464
90436,47995.40193758424
90437,101931.55328105774
90438,45641.271810271675
90439,97760.71134071745
90440,95624.56280324503
90441,51800.02552428476
90442,53507.818567131995
90443,147935.06696887396
90444,150970.12499608964
90445,47151.79615730588
90446,53820.48219101165
90447,90768.05495942372
90448,112286.64267973749
90449,163534.68516969163
90450,119085.1689107799
90451,48198.65517225761
90452,166834.9575939086
90453,48844.787645852746
90454,138547.01648690287
90455,101102.82983237937
90456,48635.239882215654
90457,117200.39372369027
90458,98838.354254737
90459,102161.75045051667
90460,62892.148536879846
90461,50878.10559644715
90462,60558.05837838771
90463,112215.89757340113
90464,116684.41868675644
90465,128299.02885813356
90466,145838.25820490578
90467,130600.05470437607
90468,49813.52719945544
90469,113999.11609838814
90470,107302.07239588689
90471,97024.09945961057
90472,97310.53040331176
90473,49106.68031289558
90474,94081.19790725772
90475,48198.65517225761
90476,51000.01984398456
90477,51736.51063994748
90478,135013.42103206358
90479,51557.34709292191
90480,134895.8440886092
90481,122878.0599498969
90482,97471.92149257504
90483,76642.74307339684
90484,130687.02255523876
90485,132424.81159625616
90486,143509.77856409355
90487,48513.0389912869
90488,122570.6648035198
90489,128035.08017097114
90490,121055.8065769802
90491,106783.61493968754
90492,48590.918541972635
90493,107506.7026564722
90494,132476.1558885269
90495,58049.822941369355
90496,53121.622855780486
90497,106897.17830076342
90498,56765.820710424654
90499,100999.37130105456
90500,51922.135384335
90501,89417.5792484434
90502,110723.46043039169
90503,63827.580110556286
90504,47808.459320052905
90505,142536.47050340488
90506,147281.70392285258
90507,106927.61483180366
90508,135015.72216553162
90509,56202.17408256552
90510,142504.7902376521
90511,122570.6648035198
90512,49964.91158665145
90513,95699.56704936679
90514,47542.42271301951
90515,133130.2442174154
90516,121290.51019124051
90517,46523.5529375579
90518,48934.18535236556
90519,99602.55159515401
90520,80115.22946208183
90521,47598.255128940415
90522,107683.33155045306
90523,112035.08264794221
90524,94898.42492753972
90525,134730.20740736238
90526,50014.064781133864
90527,101226.91610893732
90528,121755.9697972654
90529,110264.29853044133
90530,50609.16075096021
90531,104067.87498498542
90532,143250.63877572483
90533,156211.62446462948
90534,115617.39707808674
90535,43859.93101697961
90536,143656.01155323858
90537,53061.063293504965
90538,62072.34431149676
90539,52714.396049509734
90540,115255.82965752148
90541,110803.96645882727
90542,106369.94897489152
90543,111150.38451517746
90544,157430.47583190643
90545,49648.590358712325
90546,48171.19271147239
90547,155421.00855060612
90548,81405.69887200717
90549,117388.69148680258
90550,146836.3460430383
90551,134587.18193751955
90552,131875.87867183983
90553,129770.70960207161
90554,143056.10907145348
90555,100194.31880323008
90556,46131.149139201836
90557,105860.7729061368
90558,111785.48425581286
90559,52164.13925285967
90560,124193.14690804548
90561,44499.76064194023
90562,119848.66840739847
90563,140292.5653692413
90564,93204.15004378448
90565,101924.56878053647
90566,54378.208250728036
90567,122153.98274129965
90568,122809.08775840623
90569,138874.8720486657
90570,112572.38609960878
90571,137878.75594582644
90572,122599.2508702438
90573,109927.95024822152
90574,118543.26041264068
90575,122693.98215639168
90576,51458.59666367421
90577,46801.725640527286
90578,118690.35793157794
90579,48387.04824132517
90580,100114.95098421739
90581,135013.42103206358
90582,126564.37319645604
90583,97471.92149257504
90584,127820.83395514077
90585,123418.39738368169
90586,102118.78021185238
90587,51589.74416248802
90588,52154.720019438755
90589,129954.35788476565
90590,46664.73945029589
90591,97471.92149257504
90592,125999.60534757627
90593,125143.90952844862
90594,113788.37845697252
90595,127876.90123060417
90596,103276.99539107564
90597,129613.97492607388
90598,137113.26843394118
90599,80456.1567849632
90600,113105.83188076879
90601,123285.5210942109
90602,118828.97184109075
90603,101973.87257931942
90604,51190.191821430795
90605,110767.4150681637
90606,123362.91036158394
90607,52355.08470504214
90608,102540.48688677212
90609,121515.49073411286
90610,84466.91324399113
90611,115214.83645167146
90612,99330.32463907919
90613,109391.69224197914
90614,44541.61856259768
90615,154917.80787777808
90616,162823.46961036648
90617,119095.27075938905
90618,114126.15473619425
90619,90561.6490980179
90620,162947.48008486858
90621,43686.9534365502
90622,124155.79288757747
90623,105432.82445609283
90624,50611.64051321098
90625,84082.79434667365
90626,50216.92118421963
90627,106903.70314625032
90628,117671.77264601256
90629,48961.611662565076
90630,49424.38627629187
90631,115402.3663049139
90632,48016.09790094054
90633,99501.90665817095
90634,101558.96475744415
90635,114080.13734121108
90636,85554.64358864582
90637,49847.46670732749
90638,136599.0469761938
90639,152796.70873126318
90640,53352.587475603905
90641,127263.8268248466
90642,89784.14397852871
90643,140564.9086716103
90644,49723.530790818426
90645,98809.58093840061
90646,60239.98417711034
90647,49885.22243931506
90648,97471.92149257504
90649,55792.01918469442
90650,114746.7368348893
90651,99843.09961512747
90652,110456.54503499743
90653,128857.70634002262
90654,155265.78359015545
90655,140195.40632648978
90656,135009.70743526207
90657,59766.09302775036
90658,48985.86558068732
90659,125858.46664494627
90660,51063.843543885814
90661,137862.13607915526
90662,51682.84570850412
90663,111337.66222284839
90664,92294.74021817333
